"ticker","market","price","above_cloud","bull_cloud","MA50_diff","RS_1m","RS_3m","Momentum","TrendLabel","updated_at"
"MRK","US",120.279998779297,TRUE,TRUE,6.10275995371362,5.91655177152663,16.6517573806424,62.1827411167513,"Monitor","2026-03-05"
"NDSN","US",288.420013427734,TRUE,TRUE,5.76923526730874,4.07252408197598,20.4704637313087,62.1827411167513,"Monitor","2026-03-05"
"RIO","UK",7190,TRUE,TRUE,7.42919982428827,2.13671328335625,28.3149015057194,61.9289340101523,"Monitor","2026-03-05"
"IEX","US",208.699996948242,TRUE,TRUE,5.96554931004592,5.1520268323566,17.8171090713677,61.9289340101523,"Monitor","2026-03-05"
"AKAM","US",102.980003356934,TRUE,TRUE,8.36851951549336,6.36456036283954,16.0498919690741,61.8020304568528,"Monitor","2026-03-05"
"RTX","US",208.820007324219,TRUE,TRUE,6.51614773074221,3.77201211095999,21.7389626571292,61.8020304568528,"Monitor","2026-03-05"
"CTVA","US",78,TRUE,TRUE,7.7124905061106,6.35134474130075,15.8905542340209,61.5482233502538,"Monitor","2026-03-05"
"IPF","UK",243,TRUE,TRUE,2.88762808027775,4.20229897748481,19.2247196593924,61.0406091370558,"Monitor","2026-03-05"
"ALB","US",168.350006103516,TRUE,TRUE,0.499667161950683,2.05240848099866,27.1440096337304,61.0406091370558,"Monitor","2026-03-05"
"EVRG","US",84.3199996948242,TRUE,TRUE,9.38403879514155,10.4412207282465,11.0221603787472,60.9137055837563,"Monitor","2026-03-05"
"REG","US",79.5999984741211,TRUE,TRUE,9.06230840483396,10.0625724393089,11.6590312461875,60.9137055837563,"Monitor","2026-03-05"
"SVT","UK",3194,TRUE,TRUE,7.65227707822148,8.18445805414854,12.8445501670714,60.5329949238579,"Monitor","2026-03-05"
"CHG","UK",544,TRUE,TRUE,6.0532215615557,6.84677992774603,14.5153287830508,60.5329949238579,"Monitor","2026-03-05"
"WM","US",243.949996948242,TRUE,TRUE,7.64982142439337,8.907425436451,12.2009026584752,60.0253807106599,"Monitor","2026-03-05"
"AMGN","US",379.269989013672,TRUE,TRUE,8.01516831399475,9.56318944113832,11.6712472225674,59.8984771573604,"Monitor","2026-03-05"
"HST","US",20.1200008392334,TRUE,TRUE,6.02643686269781,7.47964253028619,13.6660480503399,59.7715736040609,"Monitor","2026-03-05"
"BT-A","UK",206.5,TRUE,TRUE,6.39229687790927,6.24422533377595,14.6552466374064,59.3908629441624,"Monitor","2026-03-05"
"FEML","UK",1228,TRUE,TRUE,4.74955643510305,3.3115608784497,20.5386829724951,59.2639593908629,"Monitor","2026-03-05"
"BDX","US",171.490005493164,TRUE,TRUE,3.79991681649665,7.72933569352334,12.8558066337484,59.1370558375635,"Monitor","2026-03-05"
"SOI","UK",386.5,TRUE,TRUE,5.35641270273953,5.58655888376434,15.5013492650414,59.010152284264,"Monitor","2026-03-05"
"QQ","UK",509,TRUE,TRUE,3.18097418366484,2.95076982954239,22.1180842146361,59.010152284264,"Monitor","2026-03-05"
"FRT","US",110.199996948242,TRUE,TRUE,6.22874217591644,9.38320978380691,11.4069406872035,59.010152284264,"Monitor","2026-03-05"
"ED","US",112.48999786377,TRUE,TRUE,6.73161425448922,6.49119557564095,13.9122099300568,58.1218274111675,"Monitor","2026-03-05"
"ATO","US",186.770004272461,TRUE,TRUE,8.34972404064404,11.4762488216917,8.40126857359929,57.3604060913706,"Monitor","2026-03-05"
"AEE","US",113.330001831055,TRUE,TRUE,8.27879615561556,10.1417205395129,9.55749446720615,57.3604060913706,"Monitor","2026-03-05"
"SYY","US",87.629997253418,TRUE,TRUE,7.50880532015613,5.59709297095026,14.3574897453361,57.2335025380711,"Monitor","2026-03-05"
